bft_bft_server3003.1.cymz3o788z1u@azureuser    | 
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2253 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2254 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2255 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2256 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2257 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2258 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2259 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2260 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2261 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2262 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2263 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2264 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2265 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2266 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2267 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2268 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2269 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2270 1735931297207
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2271 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2272 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2273 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2274 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2275 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2276 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2277 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2278 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2279 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2280 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2281 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2282 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2283 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2284 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2285 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2286 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2287 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2288 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2289 1735931297208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2290 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2291 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2292 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2293 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2294 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2295 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2296 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2297 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2298 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2299 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2300 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2301 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2302 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2303 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2304 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2305 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2306 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2307 1735931297209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2308 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2309 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2310 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2311 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2312 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2313 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2314 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2315 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2316 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2317 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2318 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2319 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2320 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2321 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2322 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2323 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2324 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2325 1735931297210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2326 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2327 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2328 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2329 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2330 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2331 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2332 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2333 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2334 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2335 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2336 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2337 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2338 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2339 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2340 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2341 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2342 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2343 1735931297211
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2344 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2345 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2346 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2347 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2348 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2349 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2350 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2351 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2352 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2353 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2354 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2355 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2356 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2357 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2358 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2359 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2360 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2361 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2362 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2363 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2364 1735931297212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2365 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2366 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2367 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2368 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2369 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2370 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2371 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2372 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2373 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2374 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2375 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2376 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2377 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2378 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2379 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2380 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2381 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2382 1735931297213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2383 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2384 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2385 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2386 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2387 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2388 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2389 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2390 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2391 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2392 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2393 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2394 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2395 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2396 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2397 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2398 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2399 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2400 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2401 1735931297214
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2402 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2403 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2404 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2405 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2406 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2407 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2408 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2409 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2410 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2411 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2412 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2413 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2414 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2415 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2416 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2417 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2418 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2419 1735931297215
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2420 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2421 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2422 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2423 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2424 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2425 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2426 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2427 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2428 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2429 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2430 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2431 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2432 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2433 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2434 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2435 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2436 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2437 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2438 1735931297216
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2439 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2440 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2441 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2442 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2443 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2444 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2445 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2446 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2447 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2448 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2449 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2450 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2451 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2452 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2453 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2454 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2455 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2456 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2457 1735931297217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2458 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2459 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2460 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2461 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2462 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2463 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2464 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2465 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2466 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2467 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2468 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2469 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2470 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2471 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2472 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2473 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2474 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2475 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2476 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2477 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2478 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2479 1735931297218
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2480 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2481 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2482 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2483 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2484 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2485 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2486 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2487 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2488 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2489 1735931297219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | command: 2_2490 1735931297219
