bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | 
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6898th command: 2_287 1736012688573
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6899th command: 20_287 1736012688587
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6900th command: 21_287 1736012688603
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6901th command: 22_287 1736012688610
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6902th command: 23_287 1736012688631
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6903th command: 24_287 1736012688654
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6904th command: 3_287 1736012688668
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6905th command: 4_287 1736012688675
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6906th command: 5_287 1736012688690
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6907th command: 6_287 1736012688712
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6908th command: 7_287 1736012688718
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6909th command: 8_287 1736012688726
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6910th command: 9_287 1736012688740
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6911th command: 1_287 1736012688748
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6912th command: 10_287 1736012688756
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6913th command: 11_288 1736012688769
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6914th command: 12_288 1736012688777
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6915th command: 13_288 1736012688808
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6916th command: 14_288 1736012688822
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6917th command: 15_288 1736012688836
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6918th command: 16_288 1736012688843
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6919th command: 17_288 1736012688865
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6920th command: 18_288 1736012688887
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6921th command: 19_288 1736012688902
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6922th command: 2_288 1736012688909
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6923th command: 20_288 1736012688924
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6924th command: 21_288 1736012688945
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6925th command: 22_288 1736012688953
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6926th command: 23_288 1736012688961
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6927th command: 24_288 1736012688976
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6928th command: 3_288 1736012688982
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6929th command: 4_288 1736012688990
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6930th command: 5_288 1736012689004
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6931th command: 6_288 1736012689013
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6932th command: 7_288 1736012689041
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6933th command: 8_288 1736012689056
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6934th command: 9_288 1736012689070
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6935th command: 1_288 1736012689078
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6936th command: 10_288 1736012689100
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6937th command: 11_289 1736012689121
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6938th command: 12_289 1736012689135
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6939th command: 13_289 1736012689143
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6940th command: 14_289 1736012689158
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6941th command: 15_289 1736012689179
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6942th command: 16_289 1736012689187
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6943th command: 17_289 1736012689195
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6944th command: 18_289 1736012689210
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6945th command: 19_289 1736012689218
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6946th command: 2_289 1736012689224
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6947th command: 20_289 1736012689240
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6948th command: 21_289 1736012689247
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6949th command: 22_289 1736012689276
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6950th command: 23_289 1736012689292
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6951th command: 24_289 1736012689306
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6952th command: 3_289 1736012689314
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6953th command: 4_289 1736012689336
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6954th command: 5_289 1736012689357
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6955th command: 6_289 1736012689372
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6956th command: 7_289 1736012689380
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6957th command: 8_289 1736012689395
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6958th command: 9_289 1736012689419
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6959th command: 1_289 1736012689426
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6960th command: 10_289 1736012689433
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6961th command: 11_290 1736012689447
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6962th command: 12_290 1736012689455
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6963th command: 13_290 1736012689462
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6964th command: 14_290 1736012689477
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6965th command: 15_290 1736012689484
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6966th command: 16_290 1736012689514
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6967th command: 17_290 1736012689529
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6968th command: 18_290 1736012689543
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6969th command: 19_290 1736012689551
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6970th command: 2_290 1736012689573
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6971th command: 20_290 1736012689595
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6972th command: 21_290 1736012689610
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6973th command: 22_290 1736012689617
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6974th command: 23_290 1736012689633
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6975th command: 24_290 1736012689655
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6976th command: 3_290 1736012689662
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6977th command: 4_290 1736012689670
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6978th command: 5_290 1736012689684
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6979th command: 6_290 1736012689692
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6980th command: 7_290 1736012689699
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6981th command: 8_290 1736012689714
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6982th command: 9_290 1736012689721
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6983th command: 1_290 1736012689750
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6984th command: 10_290 1736012689765
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6985th command: 11_291 1736012689780
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6986th command: 12_291 1736012689788
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6987th command: 13_291 1736012689809
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6988th command: 14_291 1736012689834
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6989th command: 15_291 1736012689847
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6990th command: 16_291 1736012689855
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6991th command: 17_291 1736012689870
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6992th command: 18_291 1736012689892
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6993th command: 19_291 1736012689900
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6994th command: 2_291 1736012689908
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6995th command: 20_291 1736012689923
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6996th command: 21_291 1736012689931
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6997th command: 22_291 1736012689938
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6998th command: 23_291 1736012689953
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 6999th command: 24_291 1736012689961
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7000th command: 3_291 1736012689992
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7001th command: 4_291 1736012690007
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7002th command: 5_291 1736012690022
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7003th command: 6_291 1736012690030
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7004th command: 7_291 1736012690053
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7005th command: 8_291 1736012690076
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7006th command: 9_291 1736012690091
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7007th command: 1_291 1736012690099
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7008th command: 10_291 1736012690114
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7009th command: 11_292 1736012690138
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7010th command: 12_292 1736012690145
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7011th command: 13_292 1736012690153
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7012th command: 14_292 1736012690169
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7013th command: 15_292 1736012690176
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7014th command: 16_292 1736012690184
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7015th command: 17_292 1736012690200
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7016th command: 18_292 1736012690208
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7017th command: 19_292 1736012690240
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7018th command: 2_292 1736012690257
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7019th command: 20_292 1736012690272
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7020th command: 21_292 1736012690279
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7021th command: 22_292 1736012690302
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7022th command: 23_292 1736012690325
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7023th command: 24_292 1736012690341
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7024th command: 3_292 1736012690348
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7025th command: 4_292 1736012690363
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7026th command: 5_292 1736012690387
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7027th command: 6_292 1736012690395
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7028th command: 7_292 1736012690402
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7029th command: 8_292 1736012690417
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7030th command: 9_292 1736012690425
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7031th command: 1_292 1736012690433
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7032th command: 10_292 1736012690448
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7033th command: 11_293 1736012690456
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7034th command: 12_293 1736012690488
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7035th command: 13_293 1736012690503
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7036th command: 14_293 1736012690518
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7037th command: 15_293 1736012690527
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7038th command: 16_293 1736012690549
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 7039th command: 17_293 1736012690572
