bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | 
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 177th command: 4_22 1735931405989
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 178th command: 5_22 1735931405994
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 179th command: 6_22 1735931405995
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 180th command: 7_22 1735931405997
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 181th command: 8_22 1735931406001
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 182th command: 1_22 1735931406003
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 183th command: 2_22 1735931406012
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 184th command: 3_22 1735931406015
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 185th command: 4_23 1735931406018
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 186th command: 5_23 1735931406020
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 187th command: 6_23 1735931406026
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 188th command: 7_23 1735931406032
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 189th command: 8_23 1735931406036
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 190th command: 1_23 1735931406038
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 191th command: 2_23 1735931406043
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 192th command: 3_23 1735931406050
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 193th command: 4_24 1735931406052
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 194th command: 5_24 1735931406053
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 195th command: 6_24 1735931406057
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 196th command: 7_24 1735931406059
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 197th command: 8_24 1735931406061
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 198th command: 1_24 1735931406064
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 199th command: 2_24 1735931406067
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 200th command: 3_24 1735931406074
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 201th command: 4_25 1735931406079
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 202th command: 5_25 1735931406083
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 203th command: 6_25 1735931406085
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 204th command: 7_25 1735931406090
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 205th command: 8_25 1735931406096
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 206th command: 1_25 1735931406100
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 207th command: 2_25 1735931406102
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 208th command: 3_25 1735931406105
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 209th command: 4_26 1735931406111
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 210th command: 5_26 1735931406113
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 211th command: 6_26 1735931406115
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 212th command: 7_26 1735931406119
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 213th command: 8_26 1735931406121
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 214th command: 1_26 1735931406123
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 215th command: 2_26 1735931406127
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 216th command: 3_26 1735931406129
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 217th command: 4_27 1735931406136
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 218th command: 5_27 1735931406140
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 219th command: 6_27 1735931406145
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 220th command: 7_27 1735931406147
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 221th command: 8_27 1735931406153
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 222th command: 1_27 1735931406158
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 223th command: 2_27 1735931406162
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 224th command: 3_27 1735931406164
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 225th command: 4_28 1735931406170
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 226th command: 5_28 1735931406176
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 227th command: 6_28 1735931406178
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 228th command: 7_28 1735931406180
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 229th command: 8_28 1735931406183
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 230th command: 1_28 1735931406185
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 231th command: 2_28 1735931406188
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 232th command: 3_28 1735931406191
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 233th command: 4_29 1735931406193
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 234th command: 5_29 1735931406200
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 235th command: 6_29 1735931406204
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 236th command: 7_29 1735931406210
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 237th command: 8_29 1735931406210
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 238th command: 1_29 1735931406215
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 239th command: 2_29 1735931406221
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 240th command: 3_29 1735931406225
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 241th command: 4_30 1735931406226
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 242th command: 5_30 1735931406230
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 243th command: 6_30 1735931406236
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 244th command: 7_30 1735931406237
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 245th command: 8_30 1735931406239
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 246th command: 1_30 1735931406243
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 247th command: 2_30 1735931406245
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 248th command: 3_30 1735931406247
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 249th command: 4_31 1735931406251
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 250th command: 5_31 1735931406253
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 251th command: 6_31 1735931406260
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 252th command: 7_31 1735931406264
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 253th command: 8_31 1735931406269
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 254th command: 1_31 1735931406271
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 255th command: 2_31 1735931406276
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 256th command: 3_31 1735931406282
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 257th command: 4_32 1735931406286
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 258th command: 5_32 1735931406288
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 259th command: 6_32 1735931406292
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 260th command: 7_32 1735931406297
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 261th command: 8_32 1735931406299
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 262th command: 1_32 1735931406301
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 263th command: 2_32 1735931406304
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 264th command: 3_32 1735931406306
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 265th command: 4_33 1735931406308
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 266th command: 5_33 1735931406312
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 267th command: 6_33 1735931406314
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 268th command: 7_33 1735931406322
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 269th command: 8_33 1735931406325
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 270th command: 1_33 1735931406329
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 271th command: 2_33 1735931406331
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 272th command: 3_33 1735931406339
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 273th command: 4_34 1735931406344
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 274th command: 5_34 1735931406348
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 275th command: 6_34 1735931406350
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 276th command: 7_34 1735931406354
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 277th command: 8_34 1735931406361
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 278th command: 1_34 1735931406363
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 279th command: 2_34 1735931406364
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 280th command: 3_34 1735931406368
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 281th command: 4_35 1735931406370
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 282th command: 5_35 1735931406372
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 283th command: 6_35 1735931406375
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 284th command: 7_35 1735931406377
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 285th command: 8_35 1735931406384
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 286th command: 1_35 1735931406388
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 287th command: 2_35 1735931406392
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 288th command: 3_35 1735931406394
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 289th command: 4_36 1735931406400
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 290th command: 5_36 1735931406405
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 291th command: 6_36 1735931406409
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 292th command: 7_36 1735931406411
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 293th command: 8_36 1735931406415
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 294th command: 1_36 1735931406420
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 295th command: 2_36 1735931406422
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 296th command: 3_36 1735931406424
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 297th command: 4_37 1735931406428
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 298th command: 5_37 1735931406430
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 299th command: 6_37 1735931406432
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 300th command: 7_37 1735931406436
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 301th command: 8_37 1735931406438
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 302th command: 1_37 1735931406446
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 303th command: 2_37 1735931406449
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 304th command: 3_37 1735931406453
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 305th command: 4_38 1735931406456
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 306th command: 5_38 1735931406461
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 307th command: 6_38 1735931406467
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 308th command: 7_38 1735931406471
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 309th command: 8_38 1735931406473
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 310th command: 1_38 1735931406477
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 311th command: 2_38 1735931406482
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 312th command: 3_38 1735931406485
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 313th command: 4_39 1735931406487
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 314th command: 5_39 1735931406491
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 315th command: 6_39 1735931406492
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 316th command: 7_39 1735931406494
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 317th command: 8_39 1735931406498
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 318th command: 1_39 1735931406500
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 319th command: 2_39 1735931406508
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 320th command: 3_39 1735931406513
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 321th command: 4_40 1735931406516
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 322th command: 5_40 1735931406518
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 323th command: 6_40 1735931406523
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 324th command: 7_40 1735931406529
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 325th command: 8_40 1735931406532
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 326th command: 1_40 1735931406534
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 327th command: 2_40 1735931406538
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 328th command: 3_40 1735931406544
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 329th command: 4_41 1735931406546
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 330th command: 5_41 1735931406548
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 331th command: 6_41 1735931406552
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 332th command: 7_41 1735931406554
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 333th command: 8_41 1735931406556
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 334th command: 1_41 1735931406560
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 335th command: 2_41 1735931406561
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 336th command: 3_41 1735931406569
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 337th command: 4_42 1735931406573
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 338th command: 5_42 1735931406576
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 339th command: 6_42 1735931406578
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 340th command: 7_42 1735931406584
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 341th command: 8_42 1735931406590
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 342th command: 1_42 1735931406594
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 343th command: 2_42 1735931406596
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 344th command: 3_42 1735931406599
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 345th command: 4_43 1735931406605
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 346th command: 5_43 1735931406607
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 347th command: 6_43 1735931406609
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 348th command: 7_43 1735931406613
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 349th command: 8_43 1735931406614
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 350th command: 1_43 1735931406616
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 351th command: 2_43 1735931406620
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 352th command: 3_43 1735931406622
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 353th command: 4_44 1735931406630
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 354th command: 5_44 1735931406633
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 355th command: 6_44 1735931406637
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 356th command: 7_44 1735931406639
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 357th command: 8_44 1735931406644
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 358th command: 1_44 1735931406650
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 359th command: 2_44 1735931406654
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 360th command: 3_44 1735931406656
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 361th command: 4_45 1735931406660
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 362th command: 5_45 1735931406666
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 363th command: 6_45 1735931406669
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 364th command: 7_45 1735931406670
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 365th command: 8_45 1735931406674
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 366th command: 1_45 1735931406676
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 367th command: 2_45 1735931406678
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 368th command: 3_45 1735931406682
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 369th command: 4_46 1735931406684
